PropertyID,Bedrooms,Bathrooms,Sqft_Living,Sqft_Lot,Floors,Floor_Group,Year_Built,Sqft_Above,Sqft_Basement
10211,6,3,3320,15600,1,1 Floor,1977,1660,1660
10212,4,2.5,1960,11600,1,1 Floor,1931,980,980
10213,2,1,850,2850,1,1 Floor,1927,850,0
10214,4,2.5,2980,12764,2,2 Floors,1994,2980,0
10215,4,1.75,1980,10800,1,1 Floor,1953,1320,660
10216,2,1,790,8424,1,1 Floor,1953,790,0
10217,3,2.5,1800,5001,2,2 Floors,1996,1800,0
10218,4,2,2260,10800,1,1 Floor,1978,2260,0
10219,2,1.5,800,2142,2,2 Floors,2006,800,0
10220,4,2,2490,4600,1.5,1.5 Floors,1926,2090,400
10221,4,2.5,1610,4568,2,2 Floors,2006,1610,0
10222,4,1.75,1850,7730,1,1 Floor,1956,1100,750
10223,4,1.75,1850,7730,1,1 Floor,1956,1100,750
10224,4,1,1920,6480,1.5,1.5 Floors,1920,1920,0
10225,3,2.5,1740,3082,2,2 Floors,2000,1740,0
10226,3,2.25,1430,2003,2,2 Floors,1996,980,450
10227,3,1.5,1420,8580,1,1 Floor,1962,1420,0
10228,3,1.5,1420,8580,1,1 Floor,1962,1420,0
10229,3,2.5,1560,10608,2,2 Floors,1994,1560,0
10230,4,2.25,2030,13500,1,1 Floor,1963,1230,800
10231,5,2.5,3280,6553,2,2 Floors,2012,3280,0
10232,3,1.75,1360,18123,1,1 Floor,1983,1360,0
10233,3,1,1180,9832,1,1 Floor,1970,1180,0
10234,3,2.5,1940,10800,1,1 Floor,1979,1340,600
10235,2,1.75,1300,4000,2,2 Floors,1948,1300,0
10236,3,2.25,1650,3788,2,2 Floors,1985,1650,0
10237,3,1.5,1140,3292,2,2 Floors,1988,1140,0
10238,3,2.5,2540,6762,2,2 Floors,1998,2540,0
10239,4,2.75,3440,8150,2,2 Floors,2014,3440,0
10240,3,1.75,1800,9000,1,1 Floor,1961,1200,600
10241,2,2.25,1260,1240,3,2.5+ Floors,2004,1260,0
10242,4,2.25,2370,6000,1,1 Floor,1959,1440,930
10243,3,1,1520,8055,1.5,1.5 Floors,1952,1520,0
10244,4,2,1750,7245,1,1 Floor,1974,1050,700
10245,3,1.5,2680,4775,2,2 Floors,1913,1880,800
10246,3,2.5,1590,4242,2,2 Floors,2000,1590,0
10247,4,1.75,1560,8700,1,1 Floor,1967,1560,0
10248,3,2.5,2000,9669,2,2 Floors,1992,2000,0
10249,3,1.75,2380,10450,1.5,1.5 Floors,1966,2380,0
10250,2,1,2230,11472,2,2 Floors,1951,2230,0
10251,5,2.5,2820,6305,2,2 Floors,2003,2820,0
10252,3,1,1570,9650,1.5,1.5 Floors,1922,1570,0
10253,3,3,1845,5100,2,2 Floors,1947,1845,0
10254,2,1,830,9000,1,1 Floor,1939,830,0
10255,2,1,830,9000,1,1 Floor,1939,830,0
10256,4,2.5,2030,5754,2,2 Floors,2001,2030,0
10257,3,2.5,1430,2200,1.5,1.5 Floors,1910,1430,0
10258,3,1,1510,6083,1,1 Floor,1940,860,650
10259,3,1,1510,6083,1,1 Floor,1940,860,650
10260,3,1.75,1610,12247,1,1 Floor,1981,1610,0
10261,3,1.5,1600,4128,1.5,1.5 Floors,1906,1250,350
10262,3,1,1420,11040,1,1 Floor,1961,1420,0
10263,3,2,1660,8641,2,2 Floors,1987,1660,0
10264,5,4,4230,27295,2,2 Floors,1949,3230,1000
10265,4,3,3310,4500,2.5,2.5+ Floors,1900,2910,400
10266,4,2.5,2470,77550,1,1 Floor,1987,2470,0
10267,3,1,1040,9750,1,1 Floor,1959,1040,0
10268,4,1.75,1850,7350,1,1 Floor,1965,1050,800
10269,3,3,4610,8400,2,2 Floors,1947,2790,1820
10270,4,2.5,2480,5100,2,2 Floors,2007,2480,0
10271,3,1.75,2130,6500,1,1 Floor,1954,1170,960
10272,4,2.75,2350,5589,2,2 Floors,2001,2350,0
10273,3,1,920,7314,1,1 Floor,1960,920,0
10274,3,1,920,7314,1,1 Floor,1960,920,0
10275,4,2,1780,10622,1,1 Floor,1976,900,880
10276,7,4,2690,10880,1,1 Floor,1960,2690,0
10277,4,2.5,3010,3120,2.5,2.5+ Floors,2006,3010,0
10278,5,2,3180,10800,1,1 Floor,1968,1910,1270
10279,4,3,4120,14021,2,2 Floors,2005,4120,0
10280,3,1,1280,11625,1,1 Floor,1977,1280,0
10281,4,2.75,1690,6090,1.5,1.5 Floors,1945,1400,290
10282,4,2.5,2320,5375,2,2 Floors,2006,2320,0
10283,5,3.75,3090,7415,2,2 Floors,2014,3090,0
10284,5,3.5,5050,16500,2,2 Floors,2001,5050,0
10285,4,1,1640,10455,1,1 Floor,1963,950,690
10286,4,2.25,2170,7007,1,1 Floor,1974,1540,630
10287,4,2.5,3140,94525,2,2 Floors,1977,2280,860
10288,2,1,1090,9994,1,1 Floor,1954,1090,0
10289,3,1.75,1930,10183,1,1 Floor,1975,1480,450
10290,5,2.5,2100,17825,1,1 Floor,1974,1400,700
10291,4,3,3110,18843,2,2 Floors,1995,3110,0
10292,3,1,930,3348,1,1 Floor,1926,930,0
10293,4,2.25,2050,8372,2,2 Floors,1984,2050,0
10294,3,1,1160,7560,1,1 Floor,1958,1160,0
10295,3,2.75,1820,9490,2,2 Floors,1994,1820,0
10296,4,2.5,2110,8990,2,2 Floors,1977,2110,0
10297,2,1,870,8487,1,1 Floor,1944,870,0
10298,2,1.5,1080,6760,1,1 Floor,1923,1080,0
10299,3,2,1260,7560,2,2 Floors,1943,1260,0
10300,2,1,900,4800,1,1 Floor,1944,780,120
10301,2,1,750,6439,1,1 Floor,1934,750,0
10302,3,2.25,1800,15903,1,1 Floor,1986,1340,460
10303,4,2.25,2220,15232,1,1 Floor,1978,1690,530
10304,2,1,1390,7740,1,1 Floor,1925,1390,0
10305,4,3.5,2160,3600,2,2 Floors,1998,1660,500
10306,3,2.25,1840,9040,1,1 Floor,1979,1370,470
10307,2,2,1690,4200,2,2 Floors,1906,1690,0
10308,4,2.5,2650,10459,2,2 Floors,1989,2650,0
10309,4,1,1120,3844,1,1 Floor,1972,1120,0
10310,4,2.5,2500,11983,1,1 Floor,1984,1320,1180
10311,4,2.5,2220,5338,2,2 Floors,2001,2220,0
10312,3,1.75,1260,12750,1,1 Floor,1979,1260,0
10313,3,1,1480,6550,1.5,1.5 Floors,1925,1480,0
10314,2,1.5,930,7400,1,1 Floor,1909,830,100
10315,3,2.75,2780,7200,1.5,1.5 Floors,1913,1870,910
10316,5,2.75,2770,7620,1,1 Floor,1965,1700,1070
10317,3,1.5,1530,23660,1,1 Floor,1952,1530,0
10318,3,2.25,2140,6720,1,1 Floor,1961,1440,700
10319,4,2.75,4600,322188,1,1 Floor,1989,2400,2200
10320,4,1,1760,8906,1,1 Floor,1966,1230,530
10321,4,1,1760,8906,1,1 Floor,1966,1230,530
10322,4,2.5,3110,11422,2,2 Floors,1989,3110,0
10323,3,1.75,2260,11781,1,1 Floor,1968,1520,740
10324,3,2,1460,9759,1,1 Floor,1972,1460,0
10325,3,2.25,2050,6648,1,1 Floor,1990,1230,820
10326,4,2.5,2340,10800,1,1 Floor,1953,2340,0
10327,3,1.5,1230,8056,1,1 Floor,1949,1230,0
10328,3,2.25,1880,6565,1,1 Floor,1972,1420,460
10329,3,1.75,1280,3880,1.5,1.5 Floors,1916,1280,0
10330,4,2.75,3660,5637,2,2 Floors,2014,3660,0
10331,3,2.5,1650,5683,2,2 Floors,2003,1650,0
10332,2,1,1960,186872,1.5,1.5 Floors,1936,1960,0
10333,3,2.5,1580,2170,2,2 Floors,2003,1580,0
10334,4,2.5,2490,5812,2,2 Floors,2000,2490,0
10335,4,2.5,2000,6107,2,2 Floors,2003,2000,0
10336,4,1.75,1550,9899,1,1 Floor,1967,1550,0
10337,4,2.25,2820,9602,1,1 Floor,1974,1950,870
10338,4,2.5,2600,9355,1,1 Floor,1983,1840,760
10339,4,1,2200,12137,1,1 Floor,1956,1640,560
10340,5,2.5,2500,7200,1,1 Floor,1977,1490,1010
10341,2,1,1270,1399,3,2.5+ Floors,2000,1270,0
10342,4,2.75,2900,17400,1,1 Floor,1978,2410,490
10343,2,1,840,6720,1,1 Floor,1952,840,0
10344,4,2,1940,6350,1,1 Floor,1951,970,970
10345,5,3.5,3490,21780,2,2 Floors,1996,3490,0
10346,3,2.5,1940,8347,2,2 Floors,1990,1940,0
10347,4,2.25,2490,23478,2,2 Floors,1981,2490,0
10348,3,1,1390,9112,1,1 Floor,1951,1390,0
10349,4,2.5,3940,4407,2,2 Floors,1921,2620,1320
10350,2,2.5,1760,3710,1,1 Floor,1988,1130,630
10351,3,2.25,2560,8040,1,1 Floor,1958,1510,1050
10352,4,2.5,2300,7314,1,1 Floor,1979,1420,880
10353,3,3.25,1770,1977,3,2.5+ Floors,2001,1770,0
10354,3,1.75,2310,11200,1,1 Floor,1978,1630,680
10355,3,2.5,2310,4930,2,2 Floors,1989,2310,0
10356,5,1.5,2000,8100,1.5,1.5 Floors,1946,2000,0
10357,3,2,1540,3600,1,1 Floor,1994,890,650
10358,5,1.75,2590,6720,1,1 Floor,1979,1750,840
10359,3,1,980,10960,1,1 Floor,1953,980,0
10360,3,1,1730,7950,1,1 Floor,1961,1180,550
10361,3,2.5,3070,5871,3,2.5+ Floors,1928,2510,560
10362,4,2.25,2100,12738,2,2 Floors,1975,2100,0
10363,3,2.75,2080,16740,1,1 Floor,1966,1580,500
10364,4,1.75,1890,8000,1,1 Floor,1960,1250,640
10365,4,1.75,2000,4000,1.5,1.5 Floors,1926,1450,550
10366,3,3,3030,35123,2,2 Floors,1984,1760,1270
10367,2,1.5,1110,3600,1,1 Floor,1904,1110,0
10368,3,1,1650,10075,1,1 Floor,1955,1170,480
10369,3,2,1410,6413,1,1 Floor,1947,910,500
10370,2,1,2140,6000,1,1 Floor,1946,1070,1070
10371,3,2.5,1860,11122,2,2 Floors,1994,1860,0
10372,2,1,1170,4080,1,1 Floor,1909,1170,0
10373,3,1.5,980,7770,1,1 Floor,1968,980,0
10374,5,5.5,7400,18898,2,2 Floors,2001,6290,1110
10375,5,1.75,1650,3000,1.5,1.5 Floors,1902,1650,0
10376,3,2.5,1480,7210,1,1 Floor,1986,1180,300
10377,5,3.5,4060,8309,2,2 Floors,2001,2960,1100
10378,3,1.75,1370,3300,2,2 Floors,1927,1370,0
10379,4,2.25,2480,6000,2,2 Floors,1929,2380,100
10380,4,2.5,2030,4080,1.5,1.5 Floors,1921,1730,300
10381,5,2.25,2200,9600,1,1 Floor,1963,1100,1100
10382,3,1.75,1770,7508,1,1 Floor,1962,1270,500
10383,3,2.5,2550,6240,1,1 Floor,1957,1750,800
10384,3,1,1250,9786,1,1 Floor,1969,1250,0
10385,4,1.75,2390,5880,1,1 Floor,1957,1390,1000
10386,4,2.5,5730,44947,2,2 Floors,1991,4280,1450
10387,1,1,1120,11800,1.5,1.5 Floors,1950,1120,0
10388,3,1,1270,8508,1,1 Floor,1942,650,620
10389,4,2.5,2390,9638,2,2 Floors,1988,2390,0
10390,3,2,1760,5488,1.5,1.5 Floors,1927,1540,220
10391,3,2.5,2560,3600,2,2 Floors,1967,2110,450
10392,4,1.75,1820,7700,1,1 Floor,1955,1100,720
10393,2,3.25,1840,1500,3,2.5+ Floors,2001,1840,0
10394,4,2,1810,4400,2,2 Floors,1909,1700,110
10395,3,1.75,2470,9620,1,1 Floor,1962,1570,900
10396,4,2.75,2520,14021,2,2 Floors,1999,2520,0
10397,2,1,1600,7936,1,1 Floor,1947,1600,0
10398,3,1,1280,4875,1,1 Floor,1969,1280,0
10399,3,2.5,1590,9736,2,2 Floors,1985,1590,0
10400,3,2.75,2000,7200,1,1 Floor,1954,1000,1000
10401,3,1.75,1780,11440,1,1 Floor,1977,1350,430
10402,3,2.5,1700,7210,2,2 Floors,1966,1700,0
10403,3,1.5,1970,10080,1,1 Floor,1966,1970,0
10404,4,1.75,1940,11500,1,1 Floor,1955,1090,850
10405,4,3.5,3290,5559,1.5,1.5 Floors,1906,2290,1000
10406,4,3.5,3500,9523,2,2 Floors,1996,2460,1040
10407,5,2.25,3260,7969,2,2 Floors,1982,3260,0
10408,5,3.25,4230,10260,2,2 Floors,1996,3860,370
10409,5,1,1590,6700,1.5,1.5 Floors,1942,1090,500
10410,2,1.5,1010,6000,1,1 Floor,1923,1010,0
10411,3,1.75,1820,8400,1,1 Floor,1976,1340,480
10412,2,1,870,7500,1,1 Floor,1947,870,0
10413,3,2,1620,7800,1,1 Floor,1969,1200,420
10414,4,3.5,3980,209523,2,2 Floors,2006,3980,0
10415,4,1,1630,8400,1,1 Floor,1962,1630,0
10416,3,2,1230,1613,2,2 Floors,2003,1010,220
10417,4,2,3510,12905,1,1 Floor,1965,2210,1300
10418,4,2.5,2160,4500,2,2 Floors,2002,2160,0
10419,3,1,1020,5870,1,1 Floor,1941,1020,0
10420,3,1.75,1590,9417,1,1 Floor,1954,1590,0
10421,3,2.25,3440,44374,2,2 Floors,1979,2190,1250
10422,5,1,3020,4800,2,2 Floors,1901,3020,0
10423,3,1.75,2280,7800,1,1 Floor,1941,1360,920
10424,4,2.5,2790,6540,2,2 Floors,1999,2790,0
10425,2,0.5,580,6900,1,1 Floor,1941,580,0
10426,3,1.5,2030,10075,1,1 Floor,1961,1080,950
10427,2,1,850,2700,1,1 Floor,1924,850,0
10428,3,2,2480,13310,1,1 Floor,1955,2480,0
10429,3,1.75,1010,12000,1,1 Floor,1977,1010,0
10430,3,2.5,2420,8244,2,2 Floors,1988,2420,0
10431,3,2.25,2180,9246,2,2 Floors,1984,2180,0
10432,3,2.75,1830,208216,2,2 Floors,1997,1830,0
10433,5,2.75,2040,7488,1,1 Floor,1969,1200,840
10434,4,2.75,2640,5000,2,2 Floors,1943,1840,800
10435,2,1,1060,7868,1,1 Floor,1952,1060,0
10436,3,1,1640,13939,1,1 Floor,1960,1040,600
10437,4,1,1190,7620,1.5,1.5 Floors,1926,1190,0
10438,3,2.5,2180,15484,1,1 Floor,1992,2180,0
10439,4,2.5,2120,8448,2,2 Floors,1989,2120,0
10440,4,2.5,2210,9427,2,2 Floors,1999,2210,0
10441,4,2.5,2510,47044,2,2 Floors,1987,2510,0
10442,4,2.25,2500,8500,1,1 Floor,1978,1600,900
10443,3,2.5,1560,4800,2,2 Floors,1974,1560,0
10444,5,2.5,2510,7525,1.5,1.5 Floors,1929,1710,800
10445,4,1.75,3060,94089,1,1 Floor,1958,3060,0
10446,3,2,1310,8069,1,1 Floor,1990,1310,0
10447,4,4,4260,11765,2,2 Floors,1939,3280,980
10448,3,2,2500,4080,1.5,1.5 Floors,1922,1680,820
10449,2,1,670,6720,1,1 Floor,1942,670,0
10450,3,1.75,1840,2310,1,1 Floor,1914,1140,700
10451,3,1.75,1480,2211,2,2 Floors,1995,1480,0
10452,3,2.5,2420,7307,2,2 Floors,1998,2420,0
10453,3,2,1820,4480,1,1 Floor,1923,1120,700
10454,5,2.75,1940,5000,2,2 Floors,1951,1940,0
10455,3,2.5,1630,5996,2,2 Floors,1986,1630,0
10456,4,2.25,2520,8000,1,1 Floor,1970,1680,840
10457,4,2.5,2120,215186,2,2 Floors,1983,2120,0
10458,3,2.5,2490,8582,2,2 Floors,2000,2490,0
10459,4,2.5,3410,179419,2,2 Floors,2004,3410,0
10460,4,2,2380,10800,2,2 Floors,1925,2380,0
10461,3,2.5,2490,4000,2,2 Floors,1918,1670,820
10462,2,2.5,1240,1546,2,2 Floors,2007,1240,0
10463,4,2.25,1900,10950,1,1 Floor,1959,1400,500
10464,3,3,2390,19454,1.5,1.5 Floors,2008,2390,0
10465,3,1.75,1810,12600,1,1 Floor,1977,1400,410
10466,3,3.5,4490,56609,2,2 Floors,1993,4490,0
10467,3,1,1620,9450,1.5,1.5 Floors,1928,1620,0
10468,4,2.5,2640,7883,2,2 Floors,1990,2640,0
10469,4,3.75,2870,4500,2,2 Floors,2012,2510,360
10470,4,2.5,3250,48037,1,1 Floor,1985,2030,1220
10471,2,1,800,2280,1,1 Floor,1946,800,0
10472,3,1.75,1360,5445,1,1 Floor,1957,1360,0
10473,5,2.25,1950,8086,1,1 Floor,1980,1130,820
10474,4,2.25,1970,7200,2,2 Floors,1979,1970,0
10475,3,2.5,2020,4861,2,2 Floors,2005,2020,0
10476,2,2.5,2280,6230,1,1 Floor,2005,2280,0
10477,4,2.75,3540,13515,2,2 Floors,1998,3540,0
10478,3,2.5,1560,2740,2,2 Floors,1999,1560,0
10479,2,1,750,6089,1,1 Floor,1937,750,0
10480,4,3,2240,7035,2,2 Floors,1942,2240,0
10481,1,0.75,590,5650,1,1 Floor,1944,590,0
10482,1,0,690,23244,1,1 Floor,1948,690,0
10483,3,2,1580,14398,1,1 Floor,1981,1080,500
10484,3,1,1040,8000,1,1 Floor,1956,1040,0
10485,5,1.75,1880,10000,1,1 Floor,1963,960,920
10486,2,1,1070,8750,1,1 Floor,1951,1070,0
10487,3,3,1860,7440,1,1 Floor,1954,1040,820
10488,2,1.75,1550,7800,1,1 Floor,1940,1050,500
10489,3,1,1860,6360,1,1 Floor,1954,1470,390
10490,3,2.5,3090,10940,2,2 Floors,1992,3090,0
10491,3,1.75,1720,8867,1,1 Floor,1985,1320,400
10492,2,1,1260,4080,1.5,1.5 Floors,1926,1260,0
10493,3,1.5,1120,11430,1,1 Floor,1963,1120,0
10494,2,1,1250,5880,1,1 Floor,1948,900,350
10495,3,2,1810,4064,1.5,1.5 Floors,1925,1810,0
10496,3,2.5,1890,7053,2,2 Floors,1992,1890,0
10497,4,1.75,2020,6000,1,1 Floor,1959,1620,400
10498,4,1.75,1790,11875,1,1 Floor,1969,1490,300
10499,3,3.5,3190,6776,2,2 Floors,1998,3190,0
10500,4,3.25,3030,5164,1.5,1.5 Floors,1925,2700,330
10501,3,2.25,1630,3070,2,2 Floors,2004,1630,0
10502,3,1.75,1180,16552,1,1 Floor,1967,1180,0
10503,3,2,1560,7000,1,1 Floor,1968,1560,0
10504,3,2,1340,2550,2,2 Floors,1984,1340,0
10505,5,3.25,2590,11500,1,1 Floor,1968,2590,0
10506,3,1,1020,5950,1,1 Floor,1950,880,140
10507,3,2.5,2370,5344,2,2 Floors,2003,2370,0
10508,4,2.5,3170,32430,2.5,2.5+ Floors,1989,3170,0
10509,2,1,1120,4000,1,1 Floor,1926,1120,0
10510,3,1.75,1440,11787,1,1 Floor,1983,1440,0
10511,4,2,2170,5404,1.5,1.5 Floors,1920,1470,700
10512,4,2.25,3490,6906,2,2 Floors,1928,2280,1210
10513,4,2.25,1970,8941,2,2 Floors,1973,1970,0
10514,4,2.5,2780,13521,2,2 Floors,1987,2780,0
10515,3,2,2250,7757,1,1 Floor,1992,2250,0
10516,4,1.75,1340,8400,1,1 Floor,1967,1340,0
10517,3,1,1400,7360,1,1 Floor,1968,1400,0
10518,3,1,1510,10369,1,1 Floor,1968,1010,500
10519,3,1,1320,8220,1,1 Floor,1959,1320,0
10520,2,1,820,10270,1,1 Floor,1954,820,0
10521,2,1,1080,9435,1,1 Floor,1958,1080,0
10522,2,1,840,5400,1,1 Floor,1948,840,0
10523,4,2.25,2070,8720,1,1 Floor,1974,1360,710
10524,3,1,1520,6500,1,1 Floor,1958,990,530
10525,2,1.75,1210,1189,2,2 Floors,2014,1210,0
10526,5,2.75,3810,9360,2,2 Floors,2014,3810,0
10527,4,3.5,5370,323215,2,2 Floors,2002,5370,0
10528,3,2,1540,3600,2,2 Floors,1900,1540,0
10529,4,2.5,2310,14023,2,2 Floors,1991,2310,0
10530,3,2.25,1870,1900,3,2.5+ Floors,2008,1870,0
10531,3,1.75,1840,11440,1,1 Floor,1977,1340,500
10532,3,2.5,2060,7184,2,2 Floors,1987,2060,0
10533,3,1,1010,8800,1,1 Floor,1968,1010,0
10534,2,1,1020,8155,1,1 Floor,1948,1020,0
10535,4,2.5,2220,7210,1,1 Floor,1973,1270,950
10536,2,1,1050,4125,1,1 Floor,1909,1050,0
10537,4,2.75,3030,18400,1.5,1.5 Floors,1973,2360,670
10538,3,1.75,1800,7199,1,1 Floor,1972,1300,500
10539,3,2.5,1860,3690,2,2 Floors,2000,1860,0
10540,4,3.5,4070,336283,2,2 Floors,2006,4070,0
10541,2,1,860,6120,1,1 Floor,1948,860,0
10542,4,2.25,3080,10487,2,2 Floors,1968,3080,0
10543,3,1.5,1280,3640,2,2 Floors,1983,1280,0
10544,2,2,1540,5000,1.5,1.5 Floors,1986,1540,0
10545,3,2.5,1530,3296,2,2 Floors,1998,1530,0
10546,4,1.75,2350,11914,1,1 Floor,1961,2350,0
10547,3,1,920,5200,1,1 Floor,1969,920,0
10548,4,1.75,1840,5100,1,1 Floor,1933,1840,0
10549,3,1.5,1650,9957,1,1 Floor,1961,1100,550
10550,3,1.75,1760,8025,1,1 Floor,1976,1230,530
10551,4,2.25,3290,12329,1.5,1.5 Floors,1968,3290,0
10552,2,1,1270,4500,1.5,1.5 Floors,1919,1270,0
10553,3,2,1600,10318,1,1 Floor,1941,930,670
10554,5,3,2670,9920,1,1 Floor,1990,1400,1270
10555,4,1.5,1960,4500,1.5,1.5 Floors,1922,1960,0
10556,3,4.25,3300,308080,2,2 Floors,1976,2520,780
10557,3,1.75,2000,11880,2,2 Floors,1979,2000,0
10558,4,2.5,2360,81892,1,1 Floor,2000,2360,0
10559,2,1,1430,12092,1,1 Floor,1938,1430,0
10560,3,3,2330,7304,1,1 Floor,1971,1300,1030
10561,4,2.5,2060,5607,2,2 Floors,2002,2060,0
10562,4,1.75,2240,9886,1.5,1.5 Floors,1965,2240,0
10563,5,1.75,2330,6450,1,1 Floor,1958,1330,1000
10564,5,2.25,2180,7813,2,2 Floors,1986,2180,0
10565,2,1,1280,7861,1,1 Floor,1913,1280,0
10566,3,2.5,2140,8925,2,2 Floors,1991,2140,0
10567,6,2.5,2890,8122,1,1 Floor,1977,1630,1260
10568,3,2.5,1480,3851,2,2 Floors,1998,1480,0
10569,4,2.5,1680,3000,2,2 Floors,2003,1680,0
10570,4,3,2163,5883,2,2 Floors,2006,2163,0
10571,4,2.5,2280,7568,2,2 Floors,2001,2280,0
10572,2,1,820,4200,1,1 Floor,1980,820,0
10573,3,1,1330,5000,1,1 Floor,1957,1120,210
10574,4,2.75,2310,5000,2,2 Floors,2006,2310,0
10575,3,2,1290,7372,1,1 Floor,1990,1290,0
10576,3,1.75,1630,11800,1,1 Floor,1971,1630,0
10577,3,1,1410,8925,1,1 Floor,1958,1410,0
10578,5,1.75,1240,8936,1,1 Floor,1954,1240,0
10579,3,2.5,3100,23790,2,2 Floors,2002,3100,0
10580,3,2.25,2020,9000,2,2 Floors,1979,2020,0
10581,4,2.5,2500,5831,2,2 Floors,2007,2500,0
10582,2,1,790,14200,1,1 Floor,1951,790,0
10583,3,1.75,2040,11294,1,1 Floor,1952,1340,700
10584,3,1.5,1430,9600,1,1 Floor,1966,1430,0
10585,4,2.5,2250,10160,2,2 Floors,1967,2250,0
10586,2,1,1070,20450,1,1 Floor,1948,1070,0
10587,3,1.75,1300,12731,1,1 Floor,1981,1300,0
10588,4,2.25,2560,9731,2,2 Floors,1973,2560,0
10589,3,2.5,2190,5071,2,2 Floors,2004,2190,0
10590,2,1.5,940,1222,2,2 Floors,2004,860,80
10591,4,2.25,1740,8449,1,1 Floor,1958,1170,570
10592,4,3.75,2220,3797,1.5,1.5 Floors,1917,1330,890
10593,3,1.75,1310,7811,1,1 Floor,1976,1310,0
10594,5,3,2710,8227,1,1 Floor,1953,1910,800
10595,3,2,1300,14350,1,1 Floor,1955,1300,0
10596,3,2,1940,40588,1,1 Floor,2000,1940,0
10597,2,1,1080,3500,1,1 Floor,1924,1080,0
10598,4,2.5,2110,11680,1,1 Floor,1977,1420,690
10599,3,2.25,1590,9425,1,1 Floor,1985,1170,420
10600,2,1,910,4800,1,1 Floor,1923,910,0
10601,4,2,1590,5400,1,1 Floor,1900,990,600
10602,4,2.5,3290,6628,2,2 Floors,2003,3290,0
10603,3,2.5,2010,2212,2,2 Floors,2014,1390,620
10604,3,2.5,2060,4030,2,2 Floors,1999,2060,0
10605,3,1.75,1560,14288,1,1 Floor,1944,780,780
10606,3,1,1120,6600,1,1 Floor,1943,1120,0
10607,4,3.75,3550,15151,2,2 Floors,2004,3550,0
10608,6,4.5,3300,7200,2,2 Floors,1980,3300,0
10609,3,1.75,2000,12669,1,1 Floor,1965,1200,800
10610,5,3,2680,8410,2,2 Floors,1990,1810,870
10611,2,2.25,1290,1334,3,2.5+ Floors,2007,1290,0
10612,2,2.25,1290,1334,3,2.5+ Floors,2007,1290,0
10613,3,2,1150,700,2,2 Floors,2000,800,350
10614,3,1.75,1880,5978,1,1 Floor,1957,940,940
10615,3,2.5,2400,7478,2,2 Floors,2002,2400,0
10616,3,2.25,1920,9600,1,1 Floor,1968,1560,360
10617,4,3.25,4350,7090,2,2 Floors,1999,2870,1480
10618,4,2.5,1910,9244,1,1 Floor,1963,1910,0
10619,3,1.5,2000,7350,1,1 Floor,1953,2000,0
10620,4,3.5,3290,20107,2,2 Floors,1990,2220,1070
10621,5,2.25,3480,9200,2,2 Floors,1979,3480,0
10622,4,2.5,2410,55931,2,2 Floors,1989,2410,0
10623,4,3,2820,11500,2,2 Floors,1991,2820,0
10624,4,1.75,2710,11400,1,1 Floor,1976,1430,1280
10625,3,2.25,2080,2856,1.5,1.5 Floors,2003,1550,530
10626,4,2.5,2200,6018,2,2 Floors,2010,2200,0
10627,4,1.5,1180,8058,1,1 Floor,1969,1180,0
10628,3,1.75,2120,56192,1,1 Floor,1959,1720,400
10629,3,2,1460,10311,1,1 Floor,1975,1460,0
10630,3,1.75,2110,11250,1,1 Floor,1961,2110,0
10631,4,1.5,1790,17925,1,1 Floor,1951,1790,0
10632,3,1.75,1340,13115,1,1 Floor,1978,1340,0
10633,3,1,2460,4000,1.5,1.5 Floors,1918,1370,1090
10634,4,3.5,3760,20609,2,2 Floors,1990,3760,0
10635,2,1,1240,5000,1,1 Floor,1920,1000,240
10636,3,2.5,2750,16000,2,2 Floors,1981,2560,190
10637,3,2.5,2530,13446,2,2 Floors,1993,2530,0
10638,3,2.25,3200,3800,2,2 Floors,1914,2650,550
10639,4,2.75,2020,7357,1,1 Floor,1986,1350,670
10640,4,2.5,3030,180263,2,2 Floors,1987,2030,1000
10641,3,1.75,2350,7641,1,1 Floor,1978,1510,840
10642,3,1.5,1690,6010,1,1 Floor,1946,1230,460
10643,3,1,1280,3900,1,1 Floor,1921,1280,0
10644,3,1.5,1170,9848,1,1 Floor,1963,1170,0
10645,4,2.25,2700,8580,2,2 Floors,1992,2700,0
10646,3,2.25,1800,7371,1,1 Floor,1979,1280,520
10647,4,2.5,3670,54450,2,2 Floors,1999,3670,0
10648,3,2,2350,266151,1.5,1.5 Floors,1983,2350,0
10649,4,1.75,3100,21303,1,1 Floor,1962,3100,0
10650,3,1,1120,9656,1,1 Floor,1955,1120,0
10651,5,1.5,1900,10226,1,1 Floor,1961,1130,770
10652,2,2.5,1350,944,2,2 Floors,2004,870,480
10653,5,1,1410,6400,1,1 Floor,1955,960,450
10654,3,1.75,1560,9514,1,1 Floor,1967,1560,0
10655,3,1.5,1090,5003,1,1 Floor,1962,1090,0
10656,2,2.75,1465,972,2,2 Floors,2006,1050,415
10657,3,2.25,1790,6930,1,1 Floor,1974,1390,400
10658,3,1.5,1300,7313,1,1 Floor,1968,1300,0
10659,3,1.75,1920,9512,1,1 Floor,1980,1440,480
10660,3,3,1420,991,2,2 Floors,2005,1040,380
10661,5,3.5,3760,4857,2,2 Floors,2004,2820,940
10662,2,1,930,3447,1,1 Floor,1978,930,0
10663,4,2,1580,9600,1,1 Floor,1965,1050,530
10664,4,2.5,2170,8518,1,1 Floor,1955,1350,820
