PropertyID,Price,GradeGroup,Grade,Waterfront_Label,View,Condition,Zipcode,Year_Renovated
12100,590000, Good ,8,No,0,3,98027,0
12101,1595000, Excellent ,10,No,3,3,98008,0
12102,348500, Good ,8,No,0,3,98106,0
12103,592500, Good ,8,No,0,3,98053,0
12104,505000, Good ,8,No,0,3,98028,0
12105,1430000, Excellent ,10,No,0,3,98119,0
12106,502000, Average ,7,No,0,5,98116,0
12107,257500, Average ,7,No,0,3,98125,0
12108,405000, Average ,7,No,0,3,98034,0
12109,427000, Average ,7,No,0,4,98115,0
12110,290000, Average ,7,No,0,4,98155,0
12111,222000, Average ,7,No,0,3,98106,0
12112,315000, Good ,8,No,0,3,98038,0
12113,371000, Average ,7,No,0,3,98103,0
12114,279900, Average ,7,No,0,3,98003,0
12115,250000, Average ,7,No,0,2,98059,1968
12116,599000, Good ,8,No,0,4,98006,0
12117,267300, Average ,7,No,0,4,98092,0
12118,585000, Average ,7,No,2,4,98118,0
12119,350000, Below Average ,6,No,0,3,98072,0
12120,506000, Good ,8,No,0,3,98177,0
12121,400000, Good ,8,No,0,4,98058,0
12122,151100, Below Average ,6,No,0,3,98146,0
12123,251000, Below Average ,6,No,0,3,98146,0
12124,555000, Good ,8,No,0,4,98006,0
12125,467500, Average ,7,No,0,3,98070,0
12126,479000, Good ,8,No,0,3,98042,0
12127,247000, Average ,7,No,0,5,98001,0
12128,299500, Average ,7,No,0,3,98045,0
12129,306888, Average ,7,No,0,3,98125,0
12130,675000, Good ,9,No,0,3,98010,0
12131,577000, Average ,7,No,0,4,98105,0
12132,219950, Average ,7,No,0,3,98003,0
12133,375000, Below Average ,6,No,0,3,98033,1997
12134,650000, Average ,7,No,0,5,98115,0
12135,975000, Below Average ,6,No,0,2,98107,0
12136,229000, Below Average ,6,No,0,3,98106,0
12137,575000, Good ,8,No,0,3,98122,2014
12138,815000, Good ,9,No,4,5,98075,0
12139,525000, Average ,7,No,0,4,98077,0
12140,471000, Good ,8,No,0,3,98027,0
12141,450000, Good ,8,No,0,4,98117,0
12142,590000, Average ,7,No,0,4,98116,1993
12143,744000, Good ,8,No,0,3,98006,0
12144,460000, Good ,9,No,0,4,98092,0
12145,299000, Average ,7,No,0,4,98155,0
12146,231000, Below Average ,6,No,0,5,98022,0
12147,195000, Below Average ,6,No,0,4,98092,0
12148,305000, Average ,7,No,0,3,98045,0
12149,895000, Good ,8,No,0,4,98144,0
12150,1110000, Average ,7,No,0,3,98004,0
12151,339000, Average ,7,No,0,4,98108,0
12152,885000, Average ,7,No,0,3,98109,2005
12153,375000, Below Average ,6,No,0,5,98146,0
12154,367400, Average ,7,No,0,3,98008,0
12155,700000, Average ,7,No,0,3,98119,0
12156,667000, Good ,8,No,0,4,98008,0
12157,200000, Below Average ,6,No,0,4,98118,0
12158,552775, Good ,8,No,0,3,98074,2007
12159,452000, Below Average ,6,No,0,4,98056,1980
12160,418000, Good ,8,No,0,5,98059,0
12161,601500, Good ,8,No,0,3,98033,2000
12162,600000, Good ,8,No,0,4,98075,1992
12163,340000, Good ,9,No,0,3,98092,0
12164,310000, Good ,8,No,0,3,98003,0
12165,290000, Good ,8,No,0,3,98056,0
12166,438000, Average ,7,No,0,3,98133,0
12167,718000, Good ,8,No,0,5,98144,0
12168,200000, Below Average ,6,No,0,5,98168,0
12169,479900, Good ,9,No,0,3,98042,0
12170,400000, Good ,9,No,0,3,98058,0
12171,219950, Average ,7,No,0,4,98188,0
12172,300000, Average ,7,No,0,3,98019,0
12173,437000, Average ,7,No,0,3,98177,0
12174,350000, Average ,7,No,0,3,98034,0
12175,626000, Average ,7,No,0,4,98004,0
12176,490000, Good ,8,No,0,3,98077,0
12177,289000, Good ,8,No,0,3,98042,0
12178,595000, Average ,7,No,0,3,98199,0
12179,676000, Good ,9,No,0,3,98045,0
12180,389000, Average ,7,No,0,3,98133,0
12181,240000, Average ,7,No,0,4,98198,0
12182,382500, Good ,8,No,0,3,98031,0
12183,511555, Average ,7,No,0,4,98008,0
12184,710500, Good ,8,No,0,4,98107,0
12185,429000, Good ,8,No,0,3,98027,0
12186,170000, Average ,7,No,0,4,98198,0
12187,2135000, Excellent ,10,No,4,4,98004,0
12188,480000, Average ,7,No,0,3,98072,0
12189,1665000, Excellent ,10,No,4,4,98122,0
12190,225000, Below Average ,6,No,0,3,98168,0
12191,615000, Good ,8,No,2,3,98177,0
12192,438950, Average ,7,No,3,3,98022,0
12193,242000, Average ,7,No,0,4,98003,0
12194,560000, Good ,8,No,0,3,98074,0
12195,857500, Good ,8,No,2,5,98103,0
12196,685000, Good ,9,No,0,3,98074,0
12197,486000, Average ,7,No,0,4,98034,0
12198,749000, Good ,9,No,0,3,98007,0
12199,260000, Average ,7,No,0,3,98030,0
12200,1015000, Excellent ,10,No,2,3,98126,0
12201,565000, Average ,7,No,0,4,98199,0
12202,355000, Average ,7,No,0,3,98103,0
12203,775000, Good ,9,No,3,3,98125,0
12204,335000, Average ,7,No,0,4,98188,0
12205,1300000, Good ,8,No,2,3,98199,0
12206,545000, Average ,7,No,0,4,98107,0
12207,540000, Average ,7,No,0,4,98144,0
12208,687500, Good ,8,No,2,4,98125,0
12209,115000, Average ,7,No,0,4,98001,0
12210,227000, Average ,7,No,0,4,98001,0
12211,870000, Good ,9,No,2,3,98075,0
12212,1190000, Excellent ,11,No,0,4,98005,0
12213,375000, Good ,9,No,0,3,98038,0
12214,902000, Good ,8,No,2,3,98118,0
12215,269500, Below Average ,6,No,0,4,98056,0
12216,570000, Below Average ,6,No,0,4,98117,0
12217,359950, Average ,7,No,0,4,98133,0
12218,1450000, Excellent ,10,No,0,3,98004,0
12219,615000, Good ,8,No,0,3,98052,0
12220,250000, Average ,7,No,0,4,98198,0
12221,530000, Average ,7,No,0,3,98065,0
12222,474950, Average ,7,No,0,3,98065,0
12223,490000, Average ,7,No,0,5,98125,0
12224,210000, Average ,7,No,0,3,98126,0
12225,265500, Average ,7,No,0,3,98198,0
12226,1462500, Excellent ,10,No,3,3,98144,0
12227,310000, Good ,8,No,0,3,98030,0
12228,324500, Average ,7,No,0,3,98056,0
12229,599000, Average ,7,No,0,4,98028,0
12230,525000, Excellent ,10,No,0,3,98058,0
12231,400000, Average ,7,No,0,5,98155,0
12232,887500, Good ,9,No,3,3,98166,2000
12233,344000, Below Average ,6,No,0,4,98115,0
12234,525000, Good ,9,No,0,3,98072,0
12235,385000, Good ,8,No,0,3,98034,0
12236,820000, Excellent ,10,No,0,3,98074,0
12237,1305000, Excellent ,11,No,0,3,98199,0
12238,549000, Good ,8,No,0,4,98074,0
12239,180000, Average ,7,No,0,3,98106,0
12240,589000, Good ,8,No,2,3,98065,0
12241,350000, Average ,7,No,0,3,98118,0
12242,197400, Average ,7,No,0,4,98003,0
12243,267000, Good ,8,No,0,4,98030,0
12244,480000, Average ,7,No,0,3,98075,0
12245,650000, Good ,8,No,0,4,98125,0
12246,600000, Average ,7,No,0,3,98107,0
12247,490000, Good ,8,No,0,3,98053,0
12248,225000, Average ,7,No,0,3,98058,0
12249,640000, Good ,8,No,0,3,98005,0
12250,710000, Average ,7,No,0,3,98005,0
12251,325000, Average ,7,No,0,3,98019,0
12252,595000, Good ,9,No,0,3,98072,0
12253,128750, Below Average ,5,No,0,3,98002,0
12254,465000, Average ,7,No,0,3,98008,0
12255,710000, Good ,8,No,0,4,98115,0
12256,605000, Average ,7,No,0,5,98136,0
12257,994000, Excellent ,10,No,0,4,98040,0
12258,489950, Good ,8,No,0,3,98034,0
12259,365000, Average ,7,No,0,3,98133,0
12260,359950, Good ,8,No,0,4,98042,0
12261,495000, Good ,8,No,0,3,98059,0
12262,255000, Average ,7,No,0,3,98058,2013
12263,330000, Average ,7,No,0,4,98034,0
12264,450000, Good ,8,No,0,4,98052,0
12265,655000, Good ,9,No,2,3,98065,0
12266,485000, Good ,9,No,2,4,98003,0
12267,375000, Good ,8,No,0,3,98072,0
12268,570000, Good ,8,No,0,3,98075,0
12269,350000, Good ,8,No,0,3,98103,0
12270,550000, Average ,7,No,3,3,98146,0
12271,513000, Average ,7,No,0,3,98052,0
12272,450000, Average ,7,No,0,4,98126,0
12273,432500, Average ,7,No,0,5,98144,0
12274,432000, Average ,7,No,3,5,98022,0
12275,480000, Good ,8,No,0,3,98052,0
12276,402200, Average ,7,No,0,3,98034,0
12277,650000, Below Average ,6,No,0,4,98004,0
12278,1199500, Good ,9,No,0,4,98040,0
12279,312000, Good ,8,No,0,4,98030,0
12280,610000, Average ,7,No,0,4,98116,0
12281,823000, Average ,7,No,0,4,98117,0
12282,471000, Average ,7,No,0,4,98105,0
12283,481015, Good ,8,No,0,3,98033,0
12284,1959000, Excellent ,11,No,1,4,98040,0
12285,624000, Good ,8,No,0,3,98052,0
12286,480000, Average ,7,No,0,3,98011,0
12287,815000, Average ,7,No,0,3,98004,0
12288,1650000, Excellent ,11,No,0,4,98004,0
12289,180000, Below Average ,6,No,0,3,98146,0
12290,156601, Average ,7,No,0,3,98038,0
12291,374950, Good ,8,No,0,3,98038,0
12292,368000, Below Average ,6,No,0,5,98146,0
12293,550000, Average ,7,No,0,3,98103,0
12294,198000, Average ,7,No,0,3,98001,0
12295,345000, Average ,7,No,0,3,98034,0
12296,1712750, Good ,9,No,0,5,98039,0
12297,185900, Below Average ,5,No,0,4,98001,0
12298,950000, Good ,9,No,2,5,98006,0
12299,995000, Excellent ,10,No,2,3,98006,0
12300,345000, Average ,7,No,0,3,98133,0
12301,741000, Average ,7,No,0,3,98040,0
12302,737000, Good ,8,No,0,3,98053,0
12303,668750, Good ,8,No,2,3,98177,0
12304,575000, Good ,8,No,0,5,98027,0
12305,280000, Good ,8,No,0,5,98042,0
12306,583000, Average ,7,No,0,3,98008,0
12307,196000, Average ,7,No,0,1,98028,0
12308,349950, Good ,8,No,0,3,98055,0
12309,429000, Average ,7,No,0,3,98107,0
12310,270000, Average ,7,No,0,4,98031,0
12311,385000, Average ,7,No,0,3,98108,0
12312,535000, Average ,7,No,3,4,98103,0
12313,352500, Average ,7,No,0,3,98133,0
12314,624000, Average ,7,No,0,4,98117,0
12315,215000, Average ,7,No,0,3,98058,0
12316,870000, Good ,9,No,2,3,98040,0
12317,440000, Good ,8,No,0,3,98059,0
12318,518000, Average ,7,No,0,3,98122,0
12319,259500, Average ,7,No,0,3,98038,0
12320,795127, Excellent ,10,No,0,3,98053,0
12321,290000, Average ,7,No,0,4,98006,0
12322,385000, Average ,7,No,0,3,98198,2014
12323,259950, Below Average ,6,No,0,3,98155,0
12324,330000, Good ,8,No,0,3,98059,0
12325,280000, Below Average ,6,No,0,3,98106,0
12326,595000, Good ,8,No,0,3,98075,0
12327,925900, Excellent ,10,No,0,3,98074,0
12328,499000, Good ,8,No,0,3,98028,0
12329,325000, Good ,8,No,0,3,98003,0
12330,895000, Good ,9,No,0,4,98004,0
12331,162248, Below Average ,6,No,0,4,98058,0
12332,1072500, Good ,8,No,4,3,98146,1989
12333,430000, Average ,7,No,0,3,98115,0
12334,615500, Average ,7,No,0,3,98115,0
12335,260000, Below Average ,6,No,0,3,98118,0
12336,295000, Average ,7,No,0,4,98024,0
12337,1186040, Good ,9,No,0,3,98122,2004
12338,749950, Good ,9,No,2,3,98034,0
12339,175000, Below Average ,6,No,0,3,98106,0
12340,415000, Below Average ,6,No,0,3,98106,0
12341,190000, Below Average ,6,No,0,4,98002,0
12342,625000, Average ,7,No,0,5,98107,0
12343,420000, Average ,7,No,0,3,98014,0
12344,339900, Average ,7,No,2,3,98030,0
12345,160000, Good ,8,No,0,3,98028,0
12346,353000, Average ,7,No,0,3,98038,0
12347,390000, Good ,8,No,0,3,98074,0
12348,675000, Good ,8,No,2,3,98155,0
12349,400000, Average ,7,No,0,3,98059,0
12350,1340000, Excellent ,10,No,3,3,98144,0
12351,1650000, Good ,8,No,1,5,98004,0
12352,1000000, Good ,8,No,0,5,98103,1980
12353,850000, Good ,8,No,0,5,98033,0
12354,275000, Below Average ,6,No,0,4,98106,0
12355,450000, Good ,8,No,0,3,98027,0
12356,305000, Good ,8,No,1,4,98003,0
12357,643002, Average ,7,No,0,3,98117,0
12358,468000, Good ,8,No,0,3,98052,0
12359,324950, Average ,7,No,0,3,98038,0
12360,290000, Average ,7,No,0,3,98031,0
12361,488500, Average ,7,No,0,4,98033,0
12362,367950, Average ,7,No,0,4,98133,0
12363,285000, Below Average ,6,No,0,2,98146,0
12364,417000, Good ,8,No,0,3,98070,0
12365,1115000, Excellent ,10,No,0,4,98007,0
12366,1550000, Excellent ,11,No,3,3,98040,0
12367,604000, Excellent ,10,No,2,3,98023,0
12368,380000, Good ,8,No,0,4,98058,0
12369,336500, Average ,7,No,0,3,98038,0
12370,685000, Average ,7,No,3,5,98115,0
12371,4208000, Excellent ,12,No,0,3,98006,0
12372,670000, Average ,7,No,1,3,98040,0
12373,524000, Average ,7,No,0,3,98109,0
12374,172000, Average ,7,No,0,3,98003,0
12375,680000, Average ,7,No,0,5,98105,0
12376,549900, Good ,8,No,0,4,98092,0
12377,357000, Good ,9,No,0,4,98042,0
12378,107000, Below Average ,6,No,0,3,98106,0
12379,232900, Below Average ,6,No,0,3,98106,0
12380,800000, Good ,8,No,0,3,98103,2014
12381,248500, Average ,7,No,0,3,98133,0
12382,670000, Good ,8,No,3,3,98116,0
12383,207000, Below Average ,6,No,0,4,98038,0
12384,164000, Average ,7,No,0,3,98092,0
12385,570500, Average ,7,No,0,3,98119,0
12386,599990, Good ,8,No,0,3,98027,0
12387,395000, Average ,7,No,0,3,98034,0
12388,979500, Excellent ,11,No,0,3,98019,0
12389,207000, Below Average ,6,No,0,2,98125,0
12390,237000, Below Average ,6,No,0,2,98125,0
12391,650100, Average ,7,No,0,4,98075,0
12392,385000, Average ,7,No,0,3,98052,0
12393,335000, Average ,7,No,0,3,98146,1992
12394,347000, Good ,8,No,0,3,98092,0
12395,204000, Below Average ,6,No,0,4,98198,0
12396,615000, Good ,8,No,0,3,98052,0
12397,943500, Average ,7,No,0,4,98004,0
12398,560000, Average ,7,No,0,4,98108,0
12399,547500, Good ,8,No,0,2,98006,0
12400,359500, Average ,7,No,0,3,98059,0
12401,660000, Good ,9,No,0,3,98029,0
12402,258000, Average ,7,No,0,3,98038,0
12403,355000, Good ,8,No,0,4,98042,0
12404,253500, Average ,7,No,0,3,98126,0
12405,422500, Average ,7,No,0,5,98056,0
12406,239000, Average ,7,No,0,3,98003,0
12407,628000, Average ,7,No,0,4,98033,0
12408,352000, Good ,8,No,0,3,98106,0
12409,311600, Average ,7,No,0,3,98133,0
12410,235000, Average ,7,No,0,4,98001,0
12411,870000, Good ,9,No,0,4,98040,0
12412,190848, Average ,7,No,0,3,98001,0
12413,570000, Average ,7,No,0,5,98115,0
12414,661254, Average ,7,No,0,5,98116,0
12415,575000, Average ,7,No,0,3,98117,0
12416,230000, Below Average ,5,No,0,4,98133,0
12417,680000, Good ,8,No,0,4,98027,0
12418,148000, Below Average ,5,No,0,3,98106,0
12419,244900, Below Average ,5,No,0,3,98106,0
12420,214950, Below Average ,6,No,0,3,98168,0
12421,580000, Good ,8,No,0,3,98116,0
12422,263000, Average ,7,No,0,3,98055,0
12423,317000, Average ,7,No,0,4,98178,0
12424,302000, Average ,7,No,0,3,98059,0
12425,899000, Good ,8,No,0,4,98004,1985
12426,1289000, Good ,8,No,0,3,98199,0
12427,710000, Excellent ,11,No,0,3,98166,0
12428,230000, Average ,7,No,0,4,98056,0
12429,430000, Below Average ,6,No,0,3,98126,0
12430,1169000, Excellent ,11,No,4,3,98075,0
12431,397000, Average ,7,No,0,4,98115,0
12432,595000, Good ,8,No,0,3,98125,0
12433,485000, Good ,8,No,0,4,98027,0
12434,755000, Good ,8,No,1,4,98155,0
12435,185000, Average ,7,No,0,4,98166,0
12436,340000, Average ,7,No,0,4,98166,0
12437,236000, Average ,7,No,0,3,98038,0
12438,550000, Good ,9,No,0,3,98072,0
12439,680000, Average ,7,No,0,5,98103,0
12440,630000, Good ,9,No,0,3,98075,0
12441,560000, Average ,7,No,1,5,98118,0
12442,385000, Average ,7,No,2,3,98146,0
12443,280000, Average ,7,No,0,3,98133,0
12444,225000, Average ,7,No,0,4,98042,0
12445,610000, Good ,8,No,0,3,98040,0
12446,592500, Average ,7,No,0,5,98115,0
12447,750000, Excellent ,10,No,0,3,98075,0
12448,164000, Average ,7,No,0,3,98042,0
12449,320000, Average ,7,No,0,4,98155,0
12450,544000, Good ,8,No,0,3,98029,0
12451,344950, Good ,8,No,0,5,98058,0
12452,539500, Excellent ,10,No,0,3,98038,0
12453,420000, Average ,7,No,0,4,98027,0
12454,305000, Below Average ,6,No,0,1,98155,0
12455,229000, Below Average ,6,No,0,3,98133,0
12456,1068000, Excellent ,11,No,0,3,98059,0
12457,397500, Good ,8,No,0,3,98103,0
12458,540000, Below Average ,6,No,0,4,98033,0
12459,650000, Good ,8,No,0,3,98008,0
12460,1900000, Good ,8,Yes,4,3,98144,1983
12461,649000, Good ,9,No,2,3,98014,0
12462,287500, Average ,7,No,0,4,98178,0
12463,815000, Good ,8,No,2,4,98117,0
12464,795000, Excellent ,10,No,0,3,98074,0
12465,502775, Good ,8,No,0,4,98027,0
12466,222900, Below Average ,6,No,0,3,98178,0
12467,399950, Good ,8,No,0,3,98023,0
12468,728000, Good ,9,No,0,3,98052,0
12469,850000, Excellent ,10,No,0,3,98053,0
12470,525000, Good ,8,No,0,3,98019,0
12471,257000, Average ,7,No,0,5,98055,0
12472,433500, Good ,8,No,0,3,98118,0
12473,314950, Average ,7,No,0,4,98001,0
12474,500000, Average ,7,No,0,3,98052,0
12475,300000, Average ,7,No,0,3,98028,0
12476,645000, Good ,8,No,0,3,98074,0
12477,222500, Average ,7,No,0,3,98042,0
12478,275000, Average ,7,No,0,4,98056,0
12479,498000, Good ,8,No,0,4,98118,0
12480,800000, Average ,7,No,0,3,98033,0
12481,297000, Good ,8,No,0,3,98003,0
12482,625000, Good ,9,No,3,3,98178,0
12483,770000, Good ,9,No,0,3,98029,0
12484,517000, Good ,8,No,0,3,98115,0
12485,238000, Below Average ,5,No,0,5,98103,0
12486,234550, Average ,7,No,0,3,98168,0
12487,230500, Average ,7,No,1,3,98003,0
12488,585000, Average ,7,No,0,4,98125,0
12489,733000, Average ,7,No,0,5,98105,0
12490,357950, Average ,7,No,0,3,98107,0
12491,530000, Average ,7,No,0,3,98117,0
12492,377500, Good ,8,No,0,3,98188,0
12493,475000, Average ,7,No,0,3,98065,0
12494,399000, Average ,7,No,0,3,98092,0
12495,660000, Average ,7,No,0,5,98116,0
12496,400000, Average ,7,No,0,4,98008,0
12497,440000, Average ,7,No,0,4,98107,0
12498,366400, Good ,8,No,0,4,98042,0
12499,627250, Good ,9,No,0,3,98011,0
12500,375950, Below Average ,6,No,0,3,98117,1985
12501,162000, Average ,7,No,0,3,98023,0
12502,780000, Good ,8,No,0,3,98103,1994
12503,705000, Good ,8,No,0,3,98116,2013
12504,450000, Good ,9,No,2,4,98003,0
12505,311000, Average ,7,No,0,3,98056,0
12506,485000, Good ,8,No,0,3,98029,0
12507,485000, Good ,8,No,0,4,98072,0
12508,725000, Good ,8,No,0,3,98118,1999
12509,185000, Below Average ,6,No,0,4,98001,0
12510,1890000, Excellent ,10,No,0,3,98004,0
12511,260000, Average ,7,No,0,4,98042,0
12512,356000, Good ,8,No,0,3,98038,0
12513,225205, Below Average ,6,No,0,3,98030,0
12514,445000, Average ,7,No,0,4,98117,0
12515,356000, Below Average ,6,No,0,4,98118,0
12516,760250, Average ,7,No,0,4,98040,0
12517,572000, Good ,8,No,0,3,98053,0
12518,970000, Good ,9,No,2,4,98144,0
12519,348450, Good ,8,No,0,3,98038,0
12520,535500, Good ,8,No,0,4,98072,0
12521,710000, Good ,8,No,2,3,98125,0
12522,745000, Average ,7,No,0,4,98004,0
12523,355000, Average ,7,No,0,3,98146,0
12524,333000, Good ,8,No,0,3,98042,0
12525,282000, Average ,7,No,0,4,98038,0
12526,840500, Good ,8,No,0,4,98119,0
12527,432000, Average ,7,No,0,4,98008,0
12528,625000, Good ,9,No,2,4,98126,0
12529,209977, Average ,7,No,0,4,98168,0
12530,174000, Below Average ,6,No,0,3,98001,0
12531,740000, Good ,8,No,0,4,98052,0
12532,518000, Average ,7,No,0,4,98115,0
12533,539000, Average ,7,No,0,4,98103,0
12534,575000, Good ,8,No,0,3,98027,0
12535,530000, Good ,9,No,0,3,98102,0
12536,242025, Average ,7,No,0,4,98031,0
12537,1030000, Good ,8,No,0,4,98004,0
12538,230000, Average ,7,No,0,3,98198,0
12539,350000, Good ,8,No,0,3,98055,0
12540,595000, Below Average ,6,No,0,3,98033,0
12541,440000, Good ,8,No,0,3,98052,0
12542,550000, Average ,7,No,0,3,98109,0
12543,940000, Good ,9,No,1,3,98112,0
12544,375000, Good ,8,No,0,3,98144,0
12545,567500, Average ,7,No,0,3,98199,0
12546,735000, Good ,8,No,0,5,98029,0
12547,114000, Below Average ,6,No,0,3,98146,0
12548,608000, Average ,7,No,0,4,98119,0
12549,442500, Average ,7,No,0,3,98053,0
12550,381800, Average ,7,No,0,3,98133,0
12551,330000, Average ,7,No,0,5,98116,0
12552,90000, Average ,7,No,0,3,98034,0
12553,312000, Below Average ,6,No,0,4,98106,0
12554,339000, Average ,7,No,0,4,98155,0
12555,313000, Good ,8,No,0,4,98023,0
12556,618080, Good ,8,No,0,3,98027,0
12557,325000, Good ,8,No,0,3,98058,0
12558,242000, Average ,7,No,0,3,98146,0
12559,364000, Average ,7,No,0,3,98133,0
12560,545000, Average ,7,No,2,5,98126,0
12561,445000, Excellent ,10,No,0,3,98023,0
12562,1085500, Good ,9,No,3,4,98034,0
12563,660000, Good ,8,No,0,3,98007,0
12564,845000, Excellent ,10,No,0,3,98052,0
12565,417000, Below Average ,6,No,0,3,98144,0
12566,213800, Below Average ,5,No,0,4,98056,0
12567,400000, Average ,7,No,0,4,98136,0
12568,759950, Good ,8,No,0,5,98133,0
12569,990000, Good ,9,No,0,3,98199,0
12570,710000, Good ,8,No,0,5,98005,0
12571,315000, Below Average ,6,No,0,4,98126,0
12572,515000, Good ,8,No,0,5,98056,0
12573,638000, Average ,7,No,0,5,98116,0
12574,370000, Average ,7,No,0,4,98125,0
12575,184000, Average ,7,No,0,3,98001,0
12576,583800, Good ,8,No,0,3,98053,0
12577,309500, Average ,7,No,0,3,98059,0
12578,1960000, Excellent ,12,No,0,3,98005,0
12579,299000, Average ,7,No,0,3,98118,0
12580,215000, Below Average ,6,No,0,3,98178,0
12581,410000, Good ,8,No,0,3,98166,0
12582,478000, Average ,7,No,0,3,98199,0
12583,431000, Average ,7,No,0,4,98136,0
12584,635000, Good ,9,No,0,3,98053,0
12585,648000, Good ,8,No,0,4,98006,0
12586,640000, Good ,9,No,0,3,98056,0
12587,932808, Excellent ,10,No,0,3,98006,0
12588,835000, Good ,8,No,0,3,98053,0
12589,469775, Average ,7,No,0,3,98199,0
12590,587000, Average ,7,No,0,4,98014,0
12591,677915, Average ,7,No,0,5,98119,0
12592,1075000, Good ,9,No,4,4,98008,0
12593,671000, Average ,7,No,0,3,98115,0
12594,695000, Good ,9,No,0,3,98065,0
12595,205000, Below Average ,6,No,0,3,98168,0
12596,350000, Average ,7,No,0,4,98155,0
12597,360000, Average ,7,No,0,4,98059,0
12598,313999, Average ,7,No,0,3,98038,0
12599,300000, Good ,8,No,0,3,98042,0
12600,452000, Average ,7,No,0,3,98155,0
12601,495500, Average ,7,No,0,3,98014,0
12602,288000, Average ,7,No,0,4,98092,0
12603,227490, Average ,7,No,0,4,98003,0
12604,470950, Good ,8,No,0,4,98014,0
12605,735000, Good ,8,No,2,3,98027,0
12606,730000, Average ,7,No,0,5,98105,0
12607,412000, Good ,8,No,0,4,98058,0
12608,589500, Good ,9,No,0,3,98065,0
12609,291000, Average ,7,No,0,3,98118,0
12610,1300000, Good ,9,No,0,3,98199,0
12611,190000, Below Average ,6,No,0,4,98023,0
12612,456200, Below Average ,6,No,0,3,98125,0
12613,225000, Average ,7,No,0,4,98023,0
12614,2000000, Excellent ,10,Yes,4,3,98074,0
12615,740000, Good ,9,No,0,3,98052,0
12616,467000, Good ,8,No,0,3,98108,0
12617,385000, Below Average ,6,No,0,3,98177,0
12618,670000, Average ,7,No,0,3,98119,0
12619,500000, Good ,8,No,0,4,98118,0
12620,352450, Average ,7,No,0,5,98155,0
12621,669888, Good ,9,No,0,3,98059,0
12622,405000, Average ,7,No,0,3,98008,0
12623,518000, Average ,7,No,0,4,98007,0
12624,280000, Average ,7,No,0,3,98178,0
12625,435000, Average ,7,No,0,3,98029,0
12626,314950, Average ,7,No,0,3,98022,0
12627,209900, Below Average ,6,No,0,3,98038,0
12628,630000, Good ,8,No,0,4,98052,0
12629,442000, Average ,7,No,0,4,98052,0
12630,340000, Below Average ,5,No,0,2,98166,0
12631,230000, Average ,7,No,0,4,98031,0
12632,495200, Average ,7,No,0,3,98011,0
12633,900000, Excellent ,10,No,0,3,98075,0
12634,265000, Below Average ,5,No,0,3,98117,0
12635,489500, Good ,8,No,0,3,98072,0
12636,335000, Average ,7,No,0,4,98023,0
12637,585000, Good ,8,No,0,3,98011,0
12638,800000, Good ,8,No,1,4,98118,0
12639,379500, Average ,7,No,2,4,98022,0
12640,475000, Below Average ,6,No,0,4,98008,0
12641,520000, Average ,7,No,0,4,98008,0
12642,515000, Good ,8,No,0,3,98075,0
12643,577500, Average ,7,No,0,4,98103,0
12644,269900, Average ,7,No,0,4,98031,0
12645,329000, Average ,7,No,0,4,98106,0
12646,458500, Average ,7,No,0,3,98122,1990
12647,890000, Below Average ,6,No,0,4,98075,0
12648,361500, Average ,7,No,0,3,98038,0
12649,2535000, Excellent ,10,No,4,4,98004,0
12650,325000, Average ,7,No,0,3,98034,0
12651,1850000, Good ,8,No,0,3,98109,0
12652,945000, Average ,7,No,0,3,98004,0
12653,370000, Good ,9,No,0,3,98042,0
12654,320000, Average ,7,No,0,3,98065,0
12655,450000, Good ,8,No,0,3,98053,0
12656,800000, Excellent ,10,No,0,4,98075,0
12657,676000, Average ,7,No,0,3,98117,0
12658,1272500, Good ,9,No,0,4,98102,0
12659,290000, Average ,7,No,0,3,98028,0
12660,158000, Average ,7,No,0,4,98003,0
12661,379950, Average ,7,No,0,5,98133,0
12662,583000, Good ,8,No,0,3,98053,0
12663,150000, Below Average ,6,No,0,4,98056,0
12664,261500, Average ,7,No,0,3,98042,0
12665,278000, Average ,7,No,0,3,98198,0
12666,555000, Good ,8,No,0,3,98052,0
12667,355000, Average ,7,No,0,3,98133,0
12668,375000, Average ,7,No,0,3,98008,0
12669,227000, Below Average ,6,No,0,1,98118,0
12670,335000, Average ,7,No,0,4,98022,0
12671,680000, Good ,9,No,0,3,98177,0
12672,686500, Good ,8,No,0,4,98105,0
12673,410000, Average ,7,No,0,3,98072,0
12674,425000, Below Average ,6,No,0,3,98033,0
12675,562500, Good ,8,No,0,3,98074,0
12676,345000, Average ,7,No,0,3,98056,0
12677,627500, Good ,8,No,0,4,98006,0
12678,355000, Average ,7,No,0,3,98024,0
12679,335000, Average ,7,No,0,3,98038,0
12680,350000, Average ,7,No,0,3,98118,0
12681,590000, Average ,7,No,0,3,98053,0
12682,252000, Average ,7,No,0,3,98023,0
12683,1295000, Excellent ,10,No,0,5,98040,0
12684,705000, Average ,7,No,0,3,98119,2002
12685,498000, Average ,7,No,0,3,98052,0
12686,312500, Average ,7,No,0,3,98133,0
12687,260000, Average ,7,No,0,2,98198,0
12688,209950, Average ,7,No,0,4,98042,0
12689,610000, Average ,7,No,0,4,98006,0
12690,500000, Average ,7,No,0,3,98107,0
12691,850000, Good ,8,No,3,3,98125,1996
12692,689000, Good ,8,No,0,5,98006,0
12693,470000, Good ,9,No,0,3,98008,0
